IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
168.119.164.155,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4099 kB/s
46.62.128.237,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,204 ms,4092 kB/s
138.201.88.80,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,4092 kB/s
91.107.166.80,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,4091 kB/s
38.135.55.63,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,194 ms,4089 kB/s
91.107.186.82,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,197 ms,4089 kB/s
135.181.21.43,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,206 ms,4085 kB/s
217.142.226.168,443,true,KIX,JP,Asia Pacific,Osaka,亚洲,日本,大阪,🇯🇵,199 ms,4083 kB/s
188.165.26.178,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,192 ms,4082 kB/s
64.110.89.3,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,224 ms,4080 kB/s
188.34.201.221,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4079 kB/s
49.12.7.211,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,4075 kB/s
158.101.214.54,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,229 ms,4075 kB/s
51.91.248.157,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,201 ms,4063 kB/s
45.38.145.13,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,4062 kB/s
188.130.206.12,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,211 ms,4050 kB/s
45.38.145.78,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4048 kB/s
91.107.173.170,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,4048 kB/s
45.38.145.55,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4044 kB/s
91.99.71.148,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,4042 kB/s
46.62.140.69,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,201 ms,4038 kB/s
147.182.193.164,443,true,SJC,US,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,187 ms,4037 kB/s
45.38.145.136,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,155 ms,4035 kB/s
91.107.132.7,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4035 kB/s
45.38.145.88,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,155 ms,4032 kB/s
91.107.189.71,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,4027 kB/s
31.56.196.17,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,497 ms,4023 kB/s
5.75.207.125,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,4023 kB/s
91.99.211.142,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,4012 kB/s
45.95.80.26,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,4007 kB/s
45.38.145.27,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,3999 kB/s
31.57.46.189,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,238 ms,3999 kB/s
45.38.145.139,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,3998 kB/s
45.38.145.83,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,3997 kB/s
45.95.80.172,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,215 ms,3995 kB/s
45.38.139.123,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,218 ms,3988 kB/s
91.107.178.244,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,165 ms,3984 kB/s
45.38.145.26,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,3971 kB/s
138.199.193.196,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,3970 kB/s
45.38.145.36,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,3968 kB/s
88.99.252.146,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,192 ms,3968 kB/s
45.38.145.223,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,160 ms,3967 kB/s
65.109.219.57,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,197 ms,3965 kB/s
45.38.145.35,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,3958 kB/s
45.38.143.139,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,236 ms,3949 kB/s
45.38.145.237,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,200 ms,3935 kB/s
54.36.100.7,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,223 ms,3933 kB/s
31.56.227.82,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,212 ms,3933 kB/s
217.60.36.183,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,238 ms,3913 kB/s
188.165.137.201,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,197 ms,3911 kB/s
188.130.154.206,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,211 ms,3906 kB/s
45.38.145.137,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,160 ms,3906 kB/s
134.185.107.224,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,248 ms,3898 kB/s
109.248.163.102,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,966 ms,3894 kB/s
91.149.239.122,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,192 ms,3887 kB/s
82.153.217.161,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,3886 kB/s
158.179.174.30,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,250 ms,3882 kB/s
65.109.137.239,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,224 ms,3880 kB/s
51.195.45.34,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,223 ms,3869 kB/s
91.107.168.126,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,3864 kB/s
5.178.106.61,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,3863 kB/s
45.38.145.202,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,3861 kB/s
45.95.80.143,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,213 ms,3860 kB/s
64.110.104.30,443,true,KIX,JP,Asia Pacific,Osaka,亚洲,日本,大阪,🇯🇵,191 ms,3854 kB/s
91.107.178.5,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,3853 kB/s
95.217.237.91,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,204 ms,3850 kB/s
195.133.38.230,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,3844 kB/s
91.107.141.193,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,3844 kB/s
5.75.216.181,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,3840 kB/s
51.91.248.218,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,213 ms,3839 kB/s
65.108.245.196,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,202 ms,3836 kB/s
45.38.145.155,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,223 ms,3836 kB/s
45.38.145.60,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,164 ms,3835 kB/s
138.2.8.126,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,253 ms,3832 kB/s
91.107.128.88,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,208 ms,3828 kB/s
167.17.181.72,443,true,ZRH,DE,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,247 ms,3820 kB/s
46.8.228.212,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,241 ms,3819 kB/s
51.210.149.105,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,220 ms,3811 kB/s
91.107.191.42,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,208 ms,3799 kB/s
188.130.154.234,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,209 ms,3798 kB/s
141.94.205.201,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,185 ms,3793 kB/s
5.178.110.164,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,328 ms,3774 kB/s
45.38.145.11,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,3771 kB/s
45.38.145.22,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,3769 kB/s
47.79.35.191,443,true,NRT,JP,Asia Pacific,Tokyo,亚洲,日本,东京,🇯🇵,97 ms,3767 kB/s
136.243.217.149,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,3767 kB/s
91.107.168.13,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,192 ms,3750 kB/s
155.248.202.141,443,true,SJC,US,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,188 ms,3743 kB/s
45.38.145.161,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,241 ms,3741 kB/s
51.91.251.16,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,191 ms,3740 kB/s
194.87.77.134,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,227 ms,3726 kB/s
65.109.182.158,2083,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,198 ms,3706 kB/s
31.57.62.173,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,215 ms,3695 kB/s
65.109.185.85,2096,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,201 ms,3695 kB/s
45.38.145.146,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,3691 kB/s
51.91.252.34,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,285 ms,3690 kB/s
188.165.26.180,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,190 ms,3686 kB/s
49.13.67.179,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,3685 kB/s
116.202.109.49,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,3684 kB/s
46.62.153.194,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,199 ms,3678 kB/s
95.217.7.120,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,201 ms,3677 kB/s
87.98.235.90,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,185 ms,3666 kB/s
46.8.233.7,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,225 ms,3666 kB/s
31.56.237.219,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,242 ms,3660 kB/s
152.70.248.84,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,246 ms,3658 kB/s
45.95.80.85,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,3655 kB/s
195.201.232.84,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,3655 kB/s
49.12.160.221,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,247 ms,3651 kB/s
46.8.229.21,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,299 ms,3647 kB/s
109.206.236.222,2087,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,220 ms,3635 kB/s
87.98.237.23,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,190 ms,3627 kB/s
45.38.145.82,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,3626 kB/s
31.57.93.172,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,217 ms,3626 kB/s
91.149.221.175,443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,275 ms,3625 kB/s
51.91.254.78,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,191 ms,3604 kB/s
45.38.145.12,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,165 ms,3604 kB/s
51.195.43.174,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,196 ms,3601 kB/s
45.38.145.184,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,3584 kB/s
134.185.109.253,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,256 ms,3583 kB/s
95.182.97.125,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,243 ms,3579 kB/s
188.130.206.82,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,203 ms,3577 kB/s
167.99.219.242,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,316 ms,3576 kB/s
188.130.154.234,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,219 ms,3563 kB/s
46.8.228.185,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,229 ms,3562 kB/s
45.38.145.138,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,200 ms,3557 kB/s
51.89.10.8,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,364 ms,3554 kB/s
91.107.130.50,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,197 ms,3552 kB/s
94.23.147.217,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,215 ms,3544 kB/s
31.56.237.246,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,257 ms,3541 kB/s
91.107.161.169,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,3541 kB/s
45.38.145.125,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,3527 kB/s
5.178.110.128,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,362 ms,3522 kB/s
91.107.165.103,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,3519 kB/s
128.140.55.105,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,3514 kB/s
45.38.145.91,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,3503 kB/s
91.107.187.248,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,3495 kB/s
141.94.221.163,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,195 ms,3495 kB/s
31.57.106.99,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,216 ms,3487 kB/s
45.38.145.134,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,3484 kB/s
31.56.237.218,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,3476 kB/s
91.107.170.159,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,205 ms,3476 kB/s
91.107.175.37,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,3475 kB/s
31.56.227.242,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,218 ms,3473 kB/s
31.56.237.237,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,245 ms,3468 kB/s
95.182.99.65,443,true,TLL,FI,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,217 ms,3467 kB/s
157.180.121.219,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,204 ms,3444 kB/s
95.182.97.125,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,188 ms,3442 kB/s
178.33.161.196,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,193 ms,3439 kB/s
31.57.46.184,2053,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,299 ms,3436 kB/s
138.201.153.212,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,3435 kB/s
45.38.145.204,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,3432 kB/s
45.95.80.232,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,3430 kB/s
45.38.145.149,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,235 ms,3430 kB/s
45.38.145.232,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,3426 kB/s
84.8.145.58,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,282 ms,3425 kB/s
31.56.237.204,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,237 ms,3423 kB/s
209.38.227.182,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,265 ms,3422 kB/s
91.107.242.69,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,3420 kB/s
94.23.167.24,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,227 ms,3417 kB/s
31.58.226.196,8443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,193 ms,3413 kB/s
37.27.208.139,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,212 ms,3410 kB/s
116.203.214.87,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,3403 kB/s
194.87.77.223,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,263 ms,3399 kB/s
91.107.160.25,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,165 ms,3396 kB/s
65.109.214.142,2087,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,228 ms,3394 kB/s
45.38.145.32,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,195 ms,3389 kB/s
45.38.145.3,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,3380 kB/s
5.144.179.36,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,216 ms,3378 kB/s
45.38.145.198,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,3377 kB/s
194.87.222.145,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,325 ms,3376 kB/s
45.38.145.25,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,196 ms,3370 kB/s
45.38.145.101,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,3361 kB/s
46.8.228.165,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,242 ms,3357 kB/s
65.108.242.203,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,209 ms,3354 kB/s
161.33.165.47,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,250 ms,3349 kB/s
192.46.237.124,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,259 ms,3348 kB/s
45.38.145.50,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,3348 kB/s
45.38.145.69,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,3347 kB/s
194.87.208.209,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,328 ms,3329 kB/s
46.101.110.196,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,247 ms,3329 kB/s
91.98.75.92,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,193 ms,3316 kB/s
116.203.58.165,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,3314 kB/s
46.8.70.178,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,215 ms,3309 kB/s
45.38.145.224,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,3304 kB/s
103.146.119.108,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,267 ms,3301 kB/s
45.38.145.209,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,3297 kB/s
139.162.160.242,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,261 ms,3292 kB/s
95.182.99.108,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,203 ms,3289 kB/s
152.70.240.1,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,236 ms,3289 kB/s
31.57.107.13,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,200 ms,3284 kB/s
54.36.99.75,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,198 ms,3283 kB/s
37.27.46.38,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,241 ms,3281 kB/s
45.38.145.29,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,236 ms,3281 kB/s
172.105.71.139,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,255 ms,3278 kB/s
31.57.118.168,2053,true,DFW,US,North America,Dallas,北美洲,美国,达拉斯,🇺🇸,315 ms,3268 kB/s
217.60.38.191,2053,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,333 ms,3255 kB/s
91.107.139.66,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,3254 kB/s
159.69.86.12,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,3246 kB/s
45.38.145.220,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,3243 kB/s
95.169.162.223,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,220 ms,3241 kB/s
31.57.106.178,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,222 ms,3232 kB/s
185.92.183.239,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,232 ms,3230 kB/s
95.182.99.128,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,231 ms,3230 kB/s
91.107.189.121,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,3228 kB/s
194.233.175.125,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,248 ms,3225 kB/s
79.76.36.104,443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,274 ms,3224 kB/s
46.8.238.151,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,228 ms,3222 kB/s
31.57.93.81,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,225 ms,3219 kB/s
46.8.238.89,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,221 ms,3216 kB/s
91.107.165.103,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,3211 kB/s
5.75.134.237,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,3210 kB/s
152.67.194.140,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,236 ms,3210 kB/s
152.69.199.70,8443,true,KIX,JP,Asia Pacific,Osaka,亚洲,日本,大阪,🇯🇵,197 ms,3209 kB/s
